,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,2.9138945292848804,4.84727622102717,-2.9723909287767087,-3.113986805715144,-2.9270456651631975,-2.7358087616258704,-2.8626020855466394,-3.1906735928894046,-2.4530414623618335,-3.358788423253253,-3.6803900929222326,-2.9500898459475806,-3.1318875682777447,-0.9717275228842353,0.0828745878713592,-3.2620442708315345,-3.040689581688993,-2.6914294198452096,-1.8424593692352216,-1.7563104390389483,-2.8878084543105333,-0.8431975066401751,-3.163298852857271,-3.0780083860766,-1.416047130373187,-2.7393601986738343,-2.6825185363597424,7.709850301008916,-2.0651336425020115,91.60060469199738,-2.5658657171038266,-3.018676091615194,-3.218868003682303,-3.0711004868368943,-3.195512202742438,-1.785013947519064,-3.8419468950292575,-2.25196073545701,-2.845248775145289,0.3021227689864404,-2.9429416978771905,-3.8488491498348703,-2.9208628897094293,-3.1814429164072013,-3.9127945222356875,-3.3909852620689547,-3.4206359093443335,-1.6755759887516106,-0.8853515051124908,-3.4611190372729816,23.826739674546122,-4.029161060019625,-3.49517938421561,-1.110607768790103,-0.7866290853977708,-3.262633367429145,-1.2385133755214577,-3.505234927449064,-3.819230492401457,-3.5756855499761584,-1.409638210690987,-2.443418332412249,-3.5774716495928023,-2.1900132859146324,-3.212543956485105,-2.9076272502273706,-4.035941568204913,-2.869312302600772,-4.804292633910498,-3.1474742496310504,-2.6924940314849373,-1.7217464527878927,-2.6560651734462413,-3.0894726930958525,-2.53841523445947,-2.2737630174105754,-2.997917242928835,-4.153256325448988,-3.7119125568215594,-1.840757924260387,-3.7392995296891534,-0.6969878355819076,-2.8633985888929576,-3.346672610378822,-1.784518512997593,-3.7682523501265646,-2.040277211877576,-3.36854243561373,-3.06145852222622,-3.1289068636153754,-0.7361556245438522,-4.32863330325938,-2.244517910176661,-3.0652342283080327,-3.70621384137466,-2.860808380288469,-3.023602763019004,-3.0084420081737653,-3.2485320694343898,-2.8797206024855795
